Country;Protected area;Question;Type of value;Stakeholder;Value;Potential (value)
Macedonia;NP Galičica;Genetic material;Importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Genetic material;Economic importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Climate change mitigation;Importance of value;Local people living in the PA;1;0
Macedonia;NP Galičica;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Soil stabilization;Importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Flood prevention;Importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Water quality & quantity;Importance of value;Local people living in the PA;2;0
Macedonia;NP Galičica;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Pollination & honey production;Importance of value;Local people living in the PA;1;0
Macedonia;NP Galičica;Pollination & honey production;Economic importance of value;Local people living in the PA;1;1
Macedonia;NP Galičica;Nature materials;Importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Nature materials;Economic importance of value;Local people living in the PA;0;0
Macedonia;NP Galičica;Wood;Importance of value;Local people living in the PA;2;0
Macedonia;NP Galičica;Wood;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Nature conservation;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Nature conservation;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Jobs in Protected Areas;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Hunting;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Hunting;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Wild food plants and mushrooms;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Fishing;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Fishing;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Traditional agriculture;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Traditional agriculture;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Livestock grazing;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Livestock grazing;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Commercial & non-commercial water use;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Cultural & historical values;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Specific site value;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Medicinal herbs;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Tourism & recreation;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Tourism & recreation;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Building knowledge;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Formal & informal education;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Genetic material;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Genetic material;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Soil stabilization;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Flood prevention;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Pollination & honey production;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Pollination & honey production;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Nature materials;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Nature materials;Economic importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Wood;Importance of value;Local people living in the PA;0;0
Kosovo;PP Germia;Wood;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Nature conservation;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Nature conservation;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Jobs in Protected Areas;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;1;1
Slovenia;PP Krajinski Park Goričko;Hunting;Importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Hunting;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Wild food plants and mushrooms;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;2;1
Slovenia;PP Krajinski Park Goričko;Fishing;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Fishing;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Traditional agriculture;Importance of value;Local people living in the PA;2;0
Slovenia;PP Krajinski Park Goričko;Traditional agriculture;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Livestock grazing;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Livestock grazing;Economic importance of value;Local people living in the PA;1;1
Slovenia;PP Krajinski Park Goričko;Commercial & non-commercial water use;Importance of value;Local people living in the PA;2;0
Slovenia;PP Krajinski Park Goričko;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Cultural & historical values;Importance of value;Local people living in the PA;2;0
Slovenia;PP Krajinski Park Goričko;Cultural & historical values;Economic importance of value;Local people living in the PA;1;1
Slovenia;PP Krajinski Park Goričko;Specific site value;Importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Medicinal herbs;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Medicinal herbs;Economic importance of value;Local people living in the PA;0;1
Slovenia;PP Krajinski Park Goričko;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Tourism & recreation;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Tourism & recreation;Economic importance of value;Local people living in the PA;1;1
Slovenia;PP Krajinski Park Goričko;Building knowledge;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Formal & informal education;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Genetic material;Importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Genetic material;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Soil stabilization;Importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Flood prevention;Importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Pollination & honey production;Importance of value;Local people living in the PA;1;0
Slovenia;PP Krajinski Park Goričko;Pollination & honey production;Economic importance of value;Local people living in the PA;2;0
Slovenia;PP Krajinski Park Goričko;Nature materials;Importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Nature materials;Economic importance of value;Local people living in the PA;0;0
Slovenia;PP Krajinski Park Goričko;Wood;Importance of value;Local people living in the PA;2;0
Slovenia;PP Krajinski Park Goričko;Wood;Economic importance of value;Local people living in the PA;1;0
Serbia;PP Gornje Podunavlje;Nature conservation;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Nature conservation;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Jobs in Protected Areas;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Hunting;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Hunting;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Wild food plants and mushrooms;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Fishing;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Fishing;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Traditional agriculture;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Traditional agriculture;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Livestock grazing;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Livestock grazing;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Commercial & non-commercial water use;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Cultural & historical values;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Specific site value;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Medicinal herbs;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Tourism & recreation;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Tourism & recreation;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Building knowledge;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Formal & informal education;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Genetic material;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Genetic material;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Soil stabilization;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Flood prevention;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Pollination & honey production;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Pollination & honey production;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Nature materials;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Nature materials;Economic importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Wood;Importance of value;Local people living in the PA;0;0
Serbia;PP Gornje Podunavlje;Wood;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Nature conservation;Importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Nature conservation;Economic importance of value;Local people living in the PA;0;1
Bosnia and Herzegovina;PP Hutovo Blato;Jobs in Protected Areas;Importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Hunting;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Hunting;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Wild food plants and mushrooms;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Fishing;Importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Fishing;Economic importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Traditional agriculture;Importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Traditional agriculture;Economic importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Livestock grazing;Importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Livestock grazing;Economic importance of value;Local people living in the PA;2;0
Bosnia and Herzegovina;PP Hutovo Blato;Commercial & non-commercial water use;Importance of value;Local people living in the PA;2;0
Bosnia and Herzegovina;PP Hutovo Blato;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Cultural & historical values;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Specific site value;Importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Medicinal herbs;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Tourism & recreation;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Tourism & recreation;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Building knowledge;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Formal & informal education;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Genetic material;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Genetic material;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Soil stabilization;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Flood prevention;Importance of value;Local people living in the PA;2;0
Bosnia and Herzegovina;PP Hutovo Blato;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Pollination & honey production;Importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Pollination & honey production;Economic importance of value;Local people living in the PA;1;0
Bosnia and Herzegovina;PP Hutovo Blato;Nature materials;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Nature materials;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Wood;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;PP Hutovo Blato;Wood;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Nature conservation;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Nature conservation;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Jobs in Protected Areas;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Hunting;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Hunting;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Wild food plants and mushrooms;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Fishing;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Fishing;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Traditional agriculture;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Traditional agriculture;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Livestock grazing;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Livestock grazing;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Commercial & non-commercial water use;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Cultural & historical values;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Specific site value;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Medicinal herbs;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Tourism & recreation;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Tourism & recreation;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Building knowledge;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Formal & informal education;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Genetic material;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Genetic material;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Soil stabilization;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Flood prevention;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Pollination & honey production;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Pollination & honey production;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Nature materials;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Nature materials;Economic importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Wood;Importance of value;Local people living in the PA;0;0
Albania;NP Karaburun-Sazan;Wood;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Nature conservation;Importance of value;Local people living in the PA;1;0
Croatia;PP Kopački Rit;Nature conservation;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Jobs in Protected Areas;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Hunting;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Hunting;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Wild food plants and mushrooms;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Fishing;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Fishing;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Traditional agriculture;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Traditional agriculture;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Livestock grazing;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Livestock grazing;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Commercial & non-commercial water use;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Cultural & historical values;Importance of value;Local people living in the PA;1;0
Croatia;PP Kopački Rit;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Specific site value;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Medicinal herbs;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Tourism & recreation;Importance of value;Local people living in the PA;1;0
Croatia;PP Kopački Rit;Tourism & recreation;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Building knowledge;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Formal & informal education;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Genetic material;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Genetic material;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Soil stabilization;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Flood prevention;Importance of value;Local people living in the PA;2;0
Croatia;PP Kopački Rit;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Pollination & honey production;Importance of value;Local people living in the PA;2;0
Croatia;PP Kopački Rit;Pollination & honey production;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Nature materials;Importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Nature materials;Economic importance of value;Local people living in the PA;0;0
Croatia;PP Kopački Rit;Wood;Importance of value;Local people living in the PA;1;0
Croatia;PP Kopački Rit;Wood;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Nature conservation;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Nature conservation;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Jobs in Protected Areas;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Hunting;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Hunting;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Wild food plants and mushrooms;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Fishing;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Fishing;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Traditional agriculture;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Traditional agriculture;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Livestock grazing;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Livestock grazing;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Commercial & non-commercial water use;Importance of value;Local people living in the PA;2;0
Serbia;NP Kopaonik;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Cultural & historical values;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Specific site value;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Medicinal herbs;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Tourism & recreation;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Tourism & recreation;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Building knowledge;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Formal & informal education;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
